TransactionID,OrderDate,Origin,Destination,TransportMode,Carrier,Distance_km,FreightCost,ShipmentWeight_kg,PlannedTransitDays,ActualTransitDays,UnitsShipped,DamagedUnits,OnTimeDelivery
279,4/29/2024,Chennai,Kolkata,Rail,kuehne nagel,1728,17082.54,1140,6,14,381,0,0
280,6/9/2024,Chennai,Indore,Road,kuehne nagel,1562,21202.62,2938,2,12,128,0,0
281,4/25/2024,Mumbai,Indore,Rail,DHL,1046,41555.65,1772,2,3,259,0,0
282,3/15/2024,Mumbai,Indore,Air,kuehne nagel,309,74141.79,4493,7,8,201,0,0
283,4/22/2024,Bangalore,Hyderabad,Road,Delhivery,1291,28832.81,4056,1,13,323,0,0
284,4/13/2024,Chennai,Ahmedabad,Air,Delhivery,1893,33366.17,1136,9,6,112,0,1
285,12/5/2024,Chennai,Kolkata,Road,DTDC,1731,16868.38,1354,3,12,355,0,0
286,9/10/2024,Delhi,Kolkata,Road,kuehne nagel,1562,48270.28,3162,6,2,488,0,1
287,8/14/2024,Jaipur,Kolkata,Road,kuehne nagel,1516,59731.76,1064,3,2,392,0,1
288,4/21/2024,Jaipur,Indore,Road,DTDC,148,36370.1,4422,9,1,410,0,1
289,4/8/2024,Delhi,Ahmedabad,Rail,DHL,231,60519.45,270,7,7,376,0,1
290,6/1/2024,Jaipur,Pune,Air,DTDC,218,25603.17,3855,1,6,143,0,0
291,12/14/2024,Mumbai,Kolkata,Rail,kuehne nagel,282,57144.78,1176,4,13,389,0,0
292,12/3/2024,Jaipur,Ahmedabad,Air,DHL,1005,22150.87,3306,5,13,397,0,0
293,7/12/2024,Jaipur,Ahmedabad,Road,Delhivery,1166,62890.66,1980,7,6,207,0,1
294,11/5/2024,Delhi,Hyderabad,Road,Delhivery,1702,66790.04,2172,7,5,359,0,1
295,6/11/2024,Bangalore,Kolkata,Road,DTDC,521,64222.45,522,5,3,140,0,1
296,7/26/2024,Jaipur,Indore,Rail,Delhivery,1589,18806.86,465,1,8,227,0,0
297,6/17/2024,Jaipur,Ahmedabad,Road,kuehne nagel,1158,56151.46,1918,5,3,319,0,1
298,6/9/2024,Bangalore,Ahmedabad,Air,DTDC,728,44006.15,4162,5,5,136,0,1
299,3/8/2024,Delhi,Pune,Rail,kuehne nagel,1592,78910.89,1583,4,8,458,0,0
300,10/15/2024,Bangalore,Hyderabad,Air,kuehne nagel,430,30202.99,1512,6,14,290,0,0
301,10/3/2024,Delhi,Ahmedabad,Road,DHL,1480,62157.61,1915,8,12,200,0,0
302,10/30/2024,Mumbai,Ahmedabad,Road,DHL,1305,30866.09,4059,5,3,278,1,1
303,5/14/2024,Delhi,Indore,Rail,DHL,300,32954.88,3180,8,14,306,0,0
304,7/13/2024,Mumbai,Indore,Rail,Delhivery,1158,10657.39,1786,5,5,140,0,1
305,5/7/2024,Mumbai,Pune,Road,DHL,368,20693.57,3236,3,11,150,0,0
306,2/2/2024,Delhi,Pune,Air,kuehne nagel,242,14829.77,521,8,6,91,0,1
307,6/24/2024,Chennai,Pune,Air,DTDC,1708,14417.64,3227,4,1,186,1,1
308,1/22/2024,Delhi,Indore,Road,DTDC,986,2703.29,2976,3,2,82,0,1
309,8/25/2024,Jaipur,Indore,Road,kuehne nagel,650,63914.9,2915,3,7,19,0,0
310,6/6/2024,Jaipur,Hyderabad,Road,Delhivery,656,38498.63,3247,6,9,379,0,0
311,2/7/2024,Chennai,Kolkata,Road,DTDC,1960,64725.07,2511,8,13,133,0,0
312,8/17/2024,Mumbai,Kolkata,Rail,kuehne nagel,1373,49778.93,3631,5,14,272,0,0
313,12/30/2024,Chennai,Hyderabad,Road,kuehne nagel,1431,66844.34,550,1,10,369,0,0
314,2/20/2024,Jaipur,Kolkata,Rail,kuehne nagel,1630,41293.67,170,1,4,169,0,0
315,9/20/2024,Chennai,Indore,Rail,DTDC,814,9335.2,1825,3,5,458,0,0
316,10/9/2024,Delhi,Kolkata,Road,DTDC,1526,50107.56,656,6,12,19,0,0
317,1/27/2024,Chennai,Indore,Road,DHL,934,54865.66,4495,2,4,253,0,0
318,8/13/2024,Mumbai,Hyderabad,Road,DHL,1040,50867.33,869,1,11,364,0,0
319,10/3/2024,Delhi,Pune,Road,kuehne nagel,1636,64504.23,3314,7,3,193,0,1
320,10/12/2024,Bangalore,Hyderabad,Road,kuehne nagel,555,59056.94,833,2,10,278,0,0
321,4/6/2024,Jaipur,Kolkata,Air,kuehne nagel,114,35745.33,1896,8,2,145,1,1
322,10/10/2024,Jaipur,Indore,Road,kuehne nagel,1639,65890.09,4642,2,14,35,0,0
323,11/12/2024,Chennai,Kolkata,Road,DTDC,271,55959.35,441,1,3,167,0,0
324,10/30/2024,Delhi,Kolkata,Road,DHL,515,11388.61,3795,2,2,244,0,1
325,5/26/2024,Bangalore,Pune,Road,Delhivery,121,44110.09,1182,2,14,73,0,0
326,1/4/2024,Delhi,Kolkata,Road,kuehne nagel,937,58827.35,3026,7,8,311,0,0
327,2/4/2024,Jaipur,Pune,Rail,DHL,523,45156.48,2567,1,1,133,0,1
328,7/10/2024,Delhi,Indore,Road,kuehne nagel,1753,76024.23,4495,3,5,73,0,0
329,2/18/2024,Bangalore,Indore,Air,DTDC,1771,9916.32,4920,5,1,115,0,1
330,1/17/2024,Chennai,Pune,Road,Delhivery,704,58341.09,2246,7,5,267,0,1
331,6/20/2024,Mumbai,Hyderabad,Air,DHL,68,66307.16,3510,6,14,334,1,0
332,8/7/2024,Delhi,Indore,Air,DHL,571,56806.95,4489,8,3,110,0,1
333,6/6/2024,Mumbai,Hyderabad,Road,Delhivery,833,32075.63,726,1,9,168,0,0
334,2/15/2024,Jaipur,Indore,Road,DTDC,1756,32067.46,644,7,12,216,0,0
335,1/6/2024,Chennai,Indore,Road,Delhivery,464,47752.27,3934,9,1,340,0,1
336,4/8/2024,Chennai,Ahmedabad,Rail,DHL,413,32973.65,3201,7,10,97,0,0
337,8/20/2024,Delhi,Kolkata,Air,Delhivery,577,70888.27,3374,6,1,388,0,1
338,2/6/2024,Chennai,Kolkata,Road,DTDC,1153,10574.59,2984,9,8,383,0,1
339,10/6/2024,Delhi,Hyderabad,Road,DTDC,845,51854.27,4383,4,3,80,0,1
340,12/14/2024,Delhi,Kolkata,Rail,kuehne nagel,1263,12460.97,3035,6,11,217,0,0
341,10/28/2024,Mumbai,Hyderabad,Air,Delhivery,1221,44132.46,2413,6,7,186,0,0
342,6/29/2024,Chennai,Indore,Rail,Delhivery,1748,57815.33,889,3,10,449,0,0
343,4/4/2024,Delhi,Ahmedabad,Air,DHL,492,14909.85,2560,7,5,371,0,1
344,4/8/2024,Mumbai,Ahmedabad,Road,DTDC,314,56914.59,3819,1,2,472,0,0
345,7/6/2024,Bangalore,Indore,Rail,Delhivery,1945,12918.44,4737,8,14,64,0,0
346,4/25/2024,Mumbai,Pune,Rail,DHL,699,50403.19,2937,8,13,67,0,0
347,7/9/2024,Mumbai,Pune,Rail,kuehne nagel,558,41433.14,3093,8,11,96,0,0
348,9/9/2024,Delhi,Kolkata,Road,Delhivery,1374,25249.85,1681,9,7,34,0,1
349,6/9/2024,Jaipur,Hyderabad,Road,Delhivery,515,10700.8,1455,4,7,369,0,0
350,9/12/2024,Jaipur,Ahmedabad,Road,DHL,414,59396.62,4295,6,3,345,0,1
351,11/18/2024,Jaipur,Kolkata,Road,DHL,1472,31780.8,2539,7,6,491,0,1
352,5/7/2024,Mumbai,Indore,Road,DTDC,542,8749.4,4540,2,5,442,0,0
353,1/18/2024,Delhi,Ahmedabad,Rail,DTDC,591,62277.57,3486,6,1,451,0,1
354,10/7/2024,Chennai,Hyderabad,Road,DTDC,1889,20165.79,55,8,1,391,1,1
355,8/10/2024,Mumbai,Hyderabad,Road,Delhivery,1553,59443.26,2631,4,2,234,1,1
356,2/23/2024,Mumbai,Pune,Rail,DHL,1241,46062.1,269,5,7,163,0,0
357,2/27/2024,Delhi,Kolkata,Air,DTDC,1676,17173.26,2968,8,3,157,0,1
358,11/18/2024,Bangalore,Indore,Road,Delhivery,1164,7959.65,61,3,9,488,0,0
359,12/25/2024,Mumbai,Ahmedabad,Road,DTDC,772,48273.42,2892,6,3,281,0,1
360,6/22/2024,Bangalore,Hyderabad,Air,kuehne nagel,891,3966.52,507,1,10,28,0,0
361,10/6/2024,Bangalore,Ahmedabad,Air,Delhivery,349,7106.23,2322,4,4,472,0,1
362,4/23/2024,Jaipur,Indore,Road,DTDC,223,56773.09,216,6,11,69,0,0
363,10/14/2024,Delhi,Ahmedabad,Road,DTDC,695,44032.16,2023,3,8,411,0,0
364,12/7/2024,Bangalore,Kolkata,Road,kuehne nagel,1446,27451.03,1994,1,4,458,0,0
365,5/30/2024,Delhi,Pune,Rail,kuehne nagel,73,44059.78,2245,6,7,332,0,0
366,5/6/2024,Jaipur,Ahmedabad,Road,DTDC,1274,48148.65,4181,3,11,338,0,0
367,6/3/2024,Delhi,Pune,Road,DTDC,780,46092.3,3878,8,5,230,0,1
368,9/29/2024,Mumbai,Indore,Road,DHL,56,52119.21,4787,7,6,392,0,1
369,4/13/2024,Bangalore,Pune,Air,DTDC,1079,75342.47,289,7,8,498,1,0
370,10/25/2024,Delhi,Ahmedabad,Road,DTDC,1703,32324.65,966,8,4,422,1,1
371,9/2/2024,Chennai,Ahmedabad,Road,DHL,1234,25489.81,3002,7,13,375,0,0
372,6/24/2024,Delhi,Hyderabad,Air,DHL,1670,4997.92,3488,5,6,350,0,0
373,2/8/2024,Bangalore,Ahmedabad,Road,DTDC,927,13471.7,905,8,13,137,0,0
374,6/18/2024,Jaipur,Pune,Road,DHL,1321,10287.49,2714,8,10,112,0,0
375,9/3/2024,Jaipur,Hyderabad,Rail,Delhivery,215,28164.65,3288,8,2,299,0,1
376,1/26/2024,Bangalore,Ahmedabad,Road,kuehne nagel,477,49579.28,603,6,9,25,0,0
377,12/20/2024,Mumbai,Ahmedabad,Rail,Delhivery,194,5614.04,2863,2,12,94,0,0
378,11/1/2024,Mumbai,Indore,Road,kuehne nagel,1584,58757.87,1935,8,9,66,0,0
379,1/13/2024,Jaipur,Hyderabad,Road,kuehne nagel,1616,32999.77,2995,1,12,17,0,0
380,11/11/2024,Jaipur,Indore,Air,DTDC,982,77153.35,1278,9,10,109,0,0
381,11/8/2024,Bangalore,Indore,Road,kuehne nagel,558,46334.03,244,9,10,391,0,0
382,2/5/2024,Mumbai,Indore,Rail,Delhivery,956,62166.26,3737,6,6,278,0,1
383,6/21/2024,Jaipur,Kolkata,Road,DTDC,1293,69172.14,1475,6,6,10,1,1
384,1/20/2024,Mumbai,Indore,Road,DHL,694,71330.01,3869,6,10,346,0,0
385,11/16/2024,Jaipur,Pune,Rail,Delhivery,1649,42440.02,2743,4,7,141,0,0
386,9/20/2024,Delhi,Ahmedabad,Road,DTDC,125,32945.92,3803,1,4,298,0,0
387,5/21/2024,Chennai,Kolkata,Road,kuehne nagel,1716,45720.17,2021,1,7,28,0,0
388,5/22/2024,Delhi,Indore,Road,Delhivery,873,33361.49,549,1,10,100,0,0
389,4/1/2024,Jaipur,Ahmedabad,Road,kuehne nagel,1392,20775.77,4164,5,1,187,0,1
390,12/19/2024,Chennai,Hyderabad,Rail,DTDC,1946,27265.75,3823,7,13,267,0,0
391,11/17/2024,Chennai,Hyderabad,Rail,DTDC,1111,20156.05,3697,1,14,393,0,0
392,10/14/2024,Jaipur,Ahmedabad,Rail,DHL,615,23016.14,2916,1,7,208,1,0
393,8/2/2024,Jaipur,Pune,Rail,DHL,1715,9301.4,736,6,12,337,0,0
394,12/7/2024,Mumbai,Ahmedabad,Road,Delhivery,1803,35264.09,2117,2,13,311,0,0
395,2/20/2024,Jaipur,Ahmedabad,Road,DHL,1587,20352.14,3971,2,1,261,0,1
396,6/1/2024,Bangalore,Kolkata,Rail,kuehne nagel,1319,36972.59,497,7,11,69,0,0
397,7/4/2024,Jaipur,Hyderabad,Road,kuehne nagel,1213,63791.46,1816,9,14,38,0,0
398,3/3/2024,Bangalore,Hyderabad,Road,DHL,1881,36968.36,1174,8,8,479,0,1
399,7/8/2024,Jaipur,Indore,Air,DHL,1331,76459.73,343,2,10,66,0,0
400,5/4/2024,Mumbai,Ahmedabad,Road,DHL,666,13531.28,4210,7,6,475,0,1
401,5/29/2024,Bangalore,Ahmedabad,Road,Delhivery,430,68320.67,2596,5,14,494,0,0
402,11/9/2024,Delhi,Pune,Road,Delhivery,897,21364.13,125,4,14,235,0,0
403,2/27/2024,Bangalore,Hyderabad,Rail,kuehne nagel,1551,74846.81,3825,4,1,467,1,1
404,12/7/2024,Mumbai,Pune,Road,Delhivery,1258,19717.54,2732,4,11,64,0,0
405,10/31/2024,Bangalore,Kolkata,Road,Delhivery,352,60263.02,3246,9,12,235,0,0
406,6/28/2024,Jaipur,Indore,Air,DTDC,1567,6845.2,2124,7,1,153,0,1
407,6/18/2024,Jaipur,Pune,Rail,kuehne nagel,805,51125.45,1349,7,12,180,0,0
408,11/21/2024,Mumbai,Hyderabad,Rail,kuehne nagel,213,19056.59,2777,4,13,166,0,0
409,9/27/2024,Chennai,Kolkata,Road,DHL,1717,54273.46,4228,9,13,333,0,0
410,2/23/2024,Jaipur,Ahmedabad,Road,DTDC,1276,51594.69,3584,8,4,477,1,1
411,4/10/2024,Delhi,Kolkata,Road,DHL,1481,74048.28,2103,4,7,275,0,0
412,9/20/2024,Mumbai,Pune,Road,Delhivery,1283,50880.76,1749,6,5,99,0,1
413,2/22/2024,Bangalore,Hyderabad,Road,kuehne nagel,1932,33843.41,4513,4,5,25,0,0
414,2/29/2024,Bangalore,Pune,Road,Delhivery,150,17098.29,2568,1,8,304,0,0
415,4/17/2024,Delhi,Ahmedabad,Road,Delhivery,1519,53281.18,1787,5,2,73,0,1
416,1/5/2024,Jaipur,Ahmedabad,Rail,DTDC,947,11076.6,1980,3,4,445,1,0
417,4/12/2024,Mumbai,Hyderabad,Rail,DTDC,832,66624.31,419,1,4,35,0,0
418,7/14/2024,Delhi,Indore,Road,kuehne nagel,1634,21292.09,3789,2,11,435,0,0
419,9/18/2024,Jaipur,Kolkata,Road,kuehne nagel,417,42884.39,4423,2,8,143,0,0
420,12/30/2024,Mumbai,Kolkata,Road,DTDC,1312,48483.89,389,8,6,214,1,1
421,12/15/2024,Bangalore,Ahmedabad,Road,DTDC,776,30274.22,2912,4,10,205,0,0
422,2/16/2024,Mumbai,Pune,Road,DTDC,1364,53782.15,663,3,9,305,0,0
423,12/20/2024,Chennai,Pune,Road,DTDC,421,21516.92,1153,4,10,414,0,0
424,11/6/2024,Mumbai,Indore,Air,kuehne nagel,911,4700.72,3827,1,9,405,0,0
425,11/3/2024,Chennai,Pune,Rail,kuehne nagel,1504,76822.88,842,1,4,217,0,0
426,5/23/2024,Mumbai,Kolkata,Rail,Delhivery,329,26963.57,116,5,10,345,0,0
427,9/25/2024,Chennai,Pune,Air,Delhivery,1540,57650.05,4360,7,7,232,0,1
428,5/3/2024,Bangalore,Indore,Rail,Delhivery,365,41587.62,4561,9,3,86,0,1
429,4/15/2024,Jaipur,Kolkata,Rail,kuehne nagel,1150,54181.9,4697,7,6,494,0,1
430,6/6/2024,Chennai,Pune,Road,DHL,865,10653.05,3845,5,13,169,0,0
431,5/26/2024,Chennai,Kolkata,Road,Delhivery,200,42470.13,620,3,1,387,0,1
432,5/24/2024,Bangalore,Ahmedabad,Rail,DHL,1469,32593.13,589,8,5,125,0,1
433,4/29/2024,Chennai,Ahmedabad,Road,DHL,1058,37244.27,166,7,6,329,0,1
434,11/14/2024,Delhi,Ahmedabad,Rail,DHL,1569,77364.25,2248,4,12,408,0,0
435,10/1/2024,Bangalore,Pune,Air,DTDC,1370,12630.53,3081,1,12,236,0,0
436,4/1/2024,Delhi,Indore,Rail,kuehne nagel,718,60866.61,3506,3,12,367,0,0
437,2/27/2024,Bangalore,Kolkata,Road,kuehne nagel,1783,27766.74,3101,8,5,480,0,1
438,12/11/2024,Chennai,Hyderabad,Road,Delhivery,1969,24647.92,2531,2,14,145,0,0
439,8/16/2024,Delhi,Ahmedabad,Rail,Delhivery,456,23120.64,2417,9,7,105,0,1
440,4/26/2024,Chennai,Ahmedabad,Air,kuehne nagel,336,29204.96,1684,4,12,344,0,0
441,11/13/2024,Bangalore,Hyderabad,Road,DTDC,1566,29855.13,291,7,4,264,0,1
442,10/5/2024,Chennai,Hyderabad,Rail,kuehne nagel,966,23118.27,514,7,5,134,0,1
443,5/6/2024,Delhi,Pune,Air,DHL,1609,54064.47,2300,8,4,9,0,1
444,5/8/2024,Delhi,Kolkata,Road,kuehne nagel,1529,5722.31,4694,7,14,15,0,0
445,2/27/2024,Chennai,Ahmedabad,Rail,DTDC,541,27918.92,1928,4,9,64,0,0
446,5/1/2024,Mumbai,Indore,Road,kuehne nagel,1082,23856.04,4931,7,2,472,0,1
447,1/1/2024,Bangalore,Pune,Road,kuehne nagel,1991,60610.61,4686,5,1,178,0,1
448,8/26/2024,Bangalore,Pune,Road,kuehne nagel,1205,13426.89,2584,7,4,124,0,1
449,10/16/2024,Chennai,Indore,Rail,DHL,1150,75373.6,1955,3,14,11,0,0
450,4/5/2024,Mumbai,Indore,Rail,Delhivery,787,15300.45,3859,7,14,95,1,0
451,5/5/2024,Delhi,Indore,Road,DTDC,180,30862.13,621,7,12,120,0,0
452,4/27/2024,Jaipur,Hyderabad,Air,DHL,1046,17576.62,2758,2,12,430,0,0
453,2/17/2024,Jaipur,Ahmedabad,Rail,kuehne nagel,1961,24362.44,3691,8,12,301,0,0
454,3/29/2024,Chennai,Hyderabad,Rail,kuehne nagel,1485,61359.93,3554,7,13,493,0,0
455,8/24/2024,Mumbai,Ahmedabad,Road,Delhivery,1163,39159.57,3669,9,6,246,0,1
456,9/28/2024,Mumbai,Hyderabad,Road,Delhivery,547,14680.91,706,4,10,77,0,0
457,7/7/2024,Bangalore,Kolkata,Road,Delhivery,1702,5637.52,3201,9,13,94,1,0
458,7/10/2024,Delhi,Ahmedabad,Air,DHL,671,19933.47,998,1,13,315,0,0
459,3/9/2024,Mumbai,Pune,Road,DTDC,938,75757.02,4160,5,14,153,0,0
460,10/4/2024,Jaipur,Ahmedabad,Air,Delhivery,403,67934.71,3072,7,8,240,0,0
461,12/14/2024,Delhi,Ahmedabad,Rail,kuehne nagel,320,36333.55,356,4,4,140,0,1
462,9/3/2024,Delhi,Ahmedabad,Rail,DTDC,1465,39595.63,754,7,1,85,0,1
463,3/16/2024,Chennai,Kolkata,Rail,kuehne nagel,481,72150.56,4542,9,14,216,0,0
464,6/2/2024,Mumbai,Hyderabad,Road,kuehne nagel,788,48124.94,727,5,9,282,0,0
465,5/23/2024,Chennai,Pune,Rail,DTDC,521,70699.83,2962,5,3,370,0,1
466,3/26/2024,Mumbai,Hyderabad,Road,DHL,1829,40363.45,4043,2,6,460,1,0
467,7/3/2024,Bangalore,Hyderabad,Rail,DTDC,1381,17607.61,260,5,10,293,0,0
468,10/11/2024,Chennai,Indore,Rail,Delhivery,557,58622.3,4544,8,14,241,0,0
469,8/7/2024,Chennai,Kolkata,Rail,DTDC,104,43058.68,1446,4,8,469,1,0
470,3/9/2024,Jaipur,Indore,Rail,Delhivery,86,54138.29,3510,2,11,23,0,0
471,2/16/2024,Chennai,Kolkata,Road,Delhivery,949,14264.01,4403,8,5,321,0,1
472,4/3/2024,Mumbai,Hyderabad,Road,DTDC,104,52512.94,2212,4,11,45,0,0
473,8/25/2024,Jaipur,Hyderabad,Rail,DTDC,573,31816.06,4479,5,7,74,0,0
474,7/22/2024,Chennai,Kolkata,Road,Delhivery,964,27895.82,4494,7,11,419,0,0
475,8/5/2024,Chennai,Hyderabad,Road,kuehne nagel,512,54375.09,2330,5,14,102,0,0
476,12/6/2024,Bangalore,Hyderabad,Road,DTDC,746,48194.65,4594,4,11,432,0,0
477,2/8/2024,Chennai,Pune,Road,DHL,1551,52630.38,3198,7,10,284,0,0
478,4/9/2024,Delhi,Indore,Road,Delhivery,1822,77295.98,4130,4,14,385,0,0
479,10/15/2024,Jaipur,Indore,Rail,kuehne nagel,1878,56693.32,877,4,9,499,0,0
480,9/10/2024,Delhi,Indore,Rail,DTDC,765,51990.12,2705,2,1,72,0,1
481,8/9/2024,Jaipur,Ahmedabad,Road,DTDC,1284,49857.14,2195,5,11,41,0,0
482,12/22/2024,Bangalore,Pune,Air,kuehne nagel,1299,33099.71,3751,8,14,279,0,0
483,1/23/2024,Chennai,Indore,Road,DHL,1080,67456.95,4607,4,8,212,0,0
484,9/6/2024,Chennai,Indore,Road,Delhivery,781,31713.21,549,2,2,160,0,1
485,1/10/2024,Chennai,Pune,Rail,DTDC,1896,56619,2728,9,1,87,0,1
486,9/2/2024,Jaipur,Hyderabad,Rail,DHL,1613,24865.2,1111,6,4,7,0,1
487,11/20/2024,Chennai,Indore,Road,Delhivery,1038,13525,3546,3,6,459,1,0
488,4/9/2024,Delhi,Hyderabad,Air,DHL,1878,12121.54,4272,5,14,183,0,0
489,10/16/2024,Chennai,Indore,Air,Delhivery,261,51495.59,1176,6,8,328,1,0
490,6/28/2024,Bangalore,Kolkata,Road,Delhivery,1262,27580.48,2039,9,1,299,0,1
491,8/10/2024,Delhi,Ahmedabad,Road,DHL,1148,23453.84,2574,5,1,398,0,1
492,9/6/2024,Chennai,Indore,Rail,Delhivery,803,48180.63,3350,9,10,14,0,0
493,5/26/2024,Chennai,Kolkata,Road,DTDC,1187,4002.24,2820,1,2,100,0,0
494,4/5/2024,Mumbai,Pune,Road,DTDC,1752,21205.6,4230,4,9,244,0,0
495,9/13/2024,Jaipur,Kolkata,Rail,DHL,1691,28562.69,1432,1,12,169,0,0
496,11/20/2024,Delhi,Pune,Road,DHL,1224,57253.14,4931,2,4,232,0,0
497,1/4/2024,Mumbai,Indore,Road,Delhivery,485,44510.1,4217,2,7,111,0,0
498,1/16/2024,Bangalore,Pune,Road,Delhivery,1951,68767.11,3216,5,3,347,0,1
499,10/6/2024,Jaipur,Kolkata,Rail,DHL,133,28091.5,2685,1,11,340,0,0
500,12/1/2024,Delhi,Ahmedabad,Road,kuehne nagel,1285,25122.4,1079,3,1,102,1,1
501,9/3/2024,Chennai,Hyderabad,Road,DHL,828,4589.4,1668,6,1,217,0,1
502,9/14/2024,Delhi,Hyderabad,Road,kuehne nagel,883,76233.95,4297,1,9,240,0,0
503,6/8/2024,Chennai,Ahmedabad,Road,kuehne nagel,1854,41116.39,3678,1,14,240,0,0
504,12/5/2024,Jaipur,Hyderabad,Air,DHL,510,41196.87,1285,3,4,221,0,0
505,5/31/2024,Chennai,Indore,Air,DHL,226,74028.02,2680,9,13,270,0,0
506,6/26/2024,Bangalore,Indore,Road,DHL,1856,24613.62,4033,2,11,28,0,0
507,6/11/2024,Chennai,Kolkata,Rail,kuehne nagel,361,27904.28,1455,6,3,286,0,1
508,2/2/2024,Bangalore,Kolkata,Rail,DTDC,1767,53195.12,4287,3,5,335,0,0
509,6/27/2024,Jaipur,Pune,Rail,DTDC,1232,63243.72,1597,6,1,54,0,1
510,4/10/2024,Jaipur,Kolkata,Road,DHL,1774,56546.24,1934,7,3,443,0,1
511,9/24/2024,Delhi,Indore,Road,DHL,235,63520.03,2234,7,4,213,0,1
512,11/18/2024,Bangalore,Kolkata,Rail,Delhivery,1544,46858.43,268,2,13,396,0,0
513,3/5/2024,Bangalore,Hyderabad,Road,Delhivery,1382,69300.23,4400,3,12,370,0,0
514,6/16/2024,Mumbai,Pune,Road,Delhivery,295,44908.32,861,4,6,120,1,0
515,11/25/2024,Mumbai,Pune,Rail,DHL,1902,19888.57,319,8,9,75,0,0
516,2/12/2024,Mumbai,Indore,Air,DTDC,1066,44252.69,4749,5,3,423,0,1
517,2/13/2024,Chennai,Kolkata,Road,DTDC,433,57609.69,3255,1,4,70,0,0
518,10/11/2024,Mumbai,Hyderabad,Rail,DHL,1115,52978.88,1236,9,5,323,0,1
519,1/12/2024,Bangalore,Kolkata,Road,DHL,334,20955.31,1783,1,8,233,0,0
520,4/4/2024,Chennai,Ahmedabad,Air,kuehne nagel,1029,5204.1,4846,2,9,271,0,0
521,10/28/2024,Jaipur,Kolkata,Road,kuehne nagel,1037,21693.5,3017,7,3,482,0,1
522,9/9/2024,Delhi,Indore,Road,DTDC,1996,78755.28,122,3,3,132,0,1
523,8/29/2024,Mumbai,Kolkata,Road,Delhivery,349,16388.37,4688,6,7,98,0,0
524,2/4/2024,Jaipur,Pune,Road,DTDC,950,38221,4111,8,9,102,0,0
525,8/2/2024,Bangalore,Hyderabad,Road,kuehne nagel,1509,51790.97,680,5,1,428,0,1
526,12/2/2024,Delhi,Indore,Road,DTDC,1442,70598.91,2892,1,1,167,1,1
527,3/30/2024,Jaipur,Ahmedabad,Rail,kuehne nagel,923,61300.17,927,3,14,105,0,0
528,9/20/2024,Delhi,Hyderabad,Road,kuehne nagel,535,72898.34,806,2,12,454,0,0
529,4/2/2024,Mumbai,Hyderabad,Rail,Delhivery,485,49141.93,2715,6,2,86,0,1
530,3/30/2024,Bangalore,Pune,Road,Delhivery,855,69494.87,4343,5,6,37,0,0
531,4/24/2024,Delhi,Pune,Rail,kuehne nagel,1501,22579.75,1500,7,3,442,0,1
532,4/14/2024,Jaipur,Pune,Road,DHL,230,35584.06,2590,2,12,160,1,0
533,7/14/2024,Mumbai,Indore,Road,Delhivery,932,67814.25,131,6,8,123,0,0
534,11/9/2024,Mumbai,Kolkata,Road,kuehne nagel,1971,27393.97,1381,5,5,412,0,1
535,4/23/2024,Jaipur,Hyderabad,Road,DHL,926,69955.33,1772,6,3,474,0,1
536,3/15/2024,Jaipur,Kolkata,Rail,DHL,743,30322.98,406,5,14,132,0,0
537,8/4/2024,Delhi,Kolkata,Rail,DTDC,389,30344.79,1369,7,8,266,0,0
538,10/3/2024,Chennai,Pune,Road,DTDC,540,26104.57,629,5,8,283,0,0
539,9/5/2024,Mumbai,Kolkata,Road,Delhivery,544,44661.56,4445,7,2,340,0,1
540,6/12/2024,Delhi,Hyderabad,Road,DHL,779,12067.36,695,1,5,420,0,0
541,12/22/2024,Jaipur,Hyderabad,Road,Delhivery,1236,4855.01,2283,9,3,261,0,1
542,7/10/2024,Delhi,Ahmedabad,Rail,kuehne nagel,1631,71998.21,2681,6,7,465,0,0
543,8/14/2024,Jaipur,Indore,Road,Delhivery,505,74457.18,3349,9,2,434,0,1
544,6/25/2024,Bangalore,Kolkata,Road,DHL,1165,7941.31,357,1,9,416,0,0
545,4/8/2024,Jaipur,Indore,Road,DTDC,154,44876.41,283,2,2,355,0,1
546,2/5/2024,Jaipur,Indore,Road,Delhivery,768,44095.21,1084,7,11,407,0,0
547,4/5/2024,Jaipur,Indore,Road,DTDC,488,31049.59,2272,4,2,461,0,1
548,5/31/2024,Chennai,Indore,Road,Delhivery,1571,46374.58,2870,1,6,189,0,0
549,5/30/2024,Jaipur,Hyderabad,Road,kuehne nagel,1401,37733.31,4788,5,3,385,0,1
550,7/8/2024,Mumbai,Kolkata,Road,DHL,700,40191.53,1785,4,3,31,0,1
551,8/11/2024,Mumbai,Ahmedabad,Road,Delhivery,1614,60916.27,4327,6,10,275,0,0
552,2/6/2024,Delhi,Indore,Rail,kuehne nagel,558,43024.9,991,7,2,471,0,1
553,9/24/2024,Chennai,Ahmedabad,Road,kuehne nagel,300,27245.33,399,3,14,310,0,0
554,7/1/2024,Delhi,Hyderabad,Road,kuehne nagel,1014,47353.58,2736,6,13,384,0,0
555,1/13/2024,Mumbai,Hyderabad,Road,DTDC,1264,51978.81,1455,2,5,418,0,0
556,10/5/2024,Mumbai,Pune,Road,DTDC,96,53660.28,3677,4,12,132,1,0
557,8/4/2024,Bangalore,Indore,Road,kuehne nagel,928,50227.92,1595,9,11,176,0,0
